,Time,0,maxes,vidID,h,m,s
182,1900-03-08 00:34:50,9.0,42.0,594160330,00,33,50
183,1900-03-08 00:35:00,9.0,42.0,594160330,00,34,00
184,1900-03-08 00:35:10,9.0,42.0,594160330,00,34,10
185,1900-03-08 00:35:20,9.0,42.0,594160330,00,34,20
186,1900-03-08 00:35:30,9.0,42.0,594160330,00,34,30
213,1900-03-08 00:40:00,11.0,52.0,594160330,00,39,00
237,1900-03-08 00:44:00,6.0,28.0,594160330,00,43,00
238,1900-03-08 00:44:10,6.0,28.0,594160330,00,43,10
240,1900-03-08 00:44:30,6.0,28.0,594160330,00,43,30
264,1900-03-08 00:48:30,15.0,71.0,594160330,00,47,30
307,1900-03-08 00:55:40,15.0,71.0,594160330,00,54,40
308,1900-03-08 00:55:50,15.0,71.0,594160330,00,54,50
335,1900-03-08 01:00:20,7.0,33.0,594160330,00,59,20
336,1900-03-08 01:00:30,7.0,33.0,594160330,00,59,30
337,1900-03-08 01:00:40,7.0,33.0,594160330,00,59,40
338,1900-03-08 01:00:50,7.0,33.0,594160330,00,59,50
354,1900-03-08 01:03:30,9.0,42.0,594160330,01,02,30
391,1900-03-08 01:09:40,21.0,100.0,594160330,01,08,40
392,1900-03-08 01:09:50,21.0,100.0,594160330,01,08,50
433,1900-03-08 01:16:40,8.0,38.0,594160330,01,15,40
465,1900-03-08 01:22:00,8.0,38.0,594160330,01,21,00
483,1900-03-08 01:25:00,15.0,71.0,594160330,01,24,00
524,1900-03-08 01:31:50,2.0,9.0,594160330,01,30,50
525,1900-03-08 01:32:00,2.0,9.0,594160330,01,31,00
526,1900-03-08 01:32:10,2.0,9.0,594160330,01,31,10
527,1900-03-08 01:32:20,2.0,9.0,594160330,01,31,20
528,1900-03-08 01:32:30,2.0,9.0,594160330,01,31,30
577,1900-03-08 01:40:40,6.0,28.0,594160330,01,39,40
604,1900-03-08 01:45:10,4.0,19.0,594160330,01,44,10
605,1900-03-08 01:45:20,4.0,19.0,594160330,01,44,20
606,1900-03-08 01:45:30,4.0,19.0,594160330,01,44,30
632,1900-03-08 01:49:50,9.0,42.0,594160330,01,48,50
633,1900-03-08 01:50:00,9.0,42.0,594160330,01,49,00
634,1900-03-08 01:50:10,9.0,42.0,594160330,01,49,10
664,1900-03-08 01:55:10,5.0,23.0,594160330,01,54,10
665,1900-03-08 01:55:20,5.0,23.0,594160330,01,54,20
666,1900-03-08 01:55:30,5.0,23.0,594160330,01,54,30
693,1900-03-08 02:00:00,3.0,14.0,594160330,01,59,00
694,1900-03-08 02:00:10,3.0,14.0,594160330,01,59,10
695,1900-03-08 02:00:20,3.0,14.0,594160330,01,59,20
696,1900-03-08 02:00:30,3.0,14.0,594160330,01,59,30
697,1900-03-08 02:00:40,3.0,14.0,594160330,01,59,40
732,1900-03-08 02:06:30,10.0,47.0,594160330,02,05,30
733,1900-03-08 02:06:40,10.0,47.0,594160330,02,05,40
751,1900-03-08 02:09:40,8.0,38.0,594160330,02,08,40
790,1900-03-08 02:16:10,10.0,47.0,594160330,02,15,10
793,1900-03-08 02:16:40,10.0,47.0,594160330,02,15,40
794,1900-03-08 02:16:50,10.0,47.0,594160330,02,15,50
22,1900-03-10 00:04:20,5.0,10.0,597996477,00,03,20
59,1900-03-10 00:10:30,18.0,38.0,597996477,00,09,30
60,1900-03-10 00:10:40,18.0,38.0,597996477,00,09,40
79,1900-03-10 00:13:50,19.0,40.0,597996477,00,12,50
80,1900-03-10 00:14:00,19.0,40.0,597996477,00,13,00
123,1900-03-10 00:21:10,14.0,29.0,597996477,00,20,10
159,1900-03-10 00:27:10,6.0,12.0,597996477,00,26,10
190,1900-03-10 00:32:20,23.0,48.0,597996477,00,31,20
228,1900-03-10 00:38:40,31.0,65.0,597996477,00,37,40
276,1900-03-10 00:46:40,9.0,19.0,597996477,00,45,40
300,1900-03-10 00:50:40,47.0,100.0,597996477,00,49,40
337,1900-03-10 00:56:50,15.0,31.0,597996477,00,55,50
381,1900-03-10 01:04:10,28.0,59.0,597996477,01,03,10
451,1900-03-10 01:15:50,28.0,59.0,597996477,01,14,50
499,1900-03-10 01:23:50,17.0,36.0,597996477,01,22,50
547,1900-03-10 01:31:50,11.0,23.0,597996477,01,30,50
548,1900-03-10 01:32:00,11.0,23.0,597996477,01,31,00
565,1900-03-10 01:34:50,17.0,36.0,597996477,01,33,50
567,1900-03-10 01:35:10,17.0,36.0,597996477,01,34,10
568,1900-03-10 01:35:20,17.0,36.0,597996477,01,34,20
592,1900-03-10 01:39:20,9.0,19.0,597996477,01,38,20
610,1900-03-10 01:42:20,18.0,38.0,597996477,01,41,20
614,1900-03-10 01:43:00,18.0,38.0,597996477,01,42,00
639,1900-03-10 01:47:10,15.0,31.0,597996477,01,46,10
640,1900-03-10 01:47:20,15.0,31.0,597996477,01,46,20
641,1900-03-10 01:47:30,15.0,31.0,597996477,01,46,30
683,1900-03-10 01:54:30,14.0,29.0,597996477,01,53,30
687,1900-03-10 01:55:10,14.0,29.0,597996477,01,54,10
719,1900-03-10 02:00:30,24.0,51.0,597996477,01,59,30
720,1900-03-10 02:00:40,24.0,51.0,597996477,01,59,40
754,1900-03-10 02:06:20,36.0,76.0,597996477,02,05,20
778,1900-03-10 02:10:20,8.0,17.0,597996477,02,09,20
796,1900-03-10 02:13:20,8.0,17.0,597996477,02,12,20
797,1900-03-10 02:13:30,8.0,17.0,597996477,02,12,30
832,1900-03-10 02:19:20,20.0,42.0,597996477,02,18,20
834,1900-03-10 02:19:40,20.0,42.0,597996477,02,18,40
835,1900-03-10 02:19:50,20.0,42.0,597996477,02,18,50
866,1900-03-10 02:25:00,10.0,21.0,597996477,02,24,00
883,1900-03-10 02:27:50,8.0,17.0,597996477,02,26,50
884,1900-03-10 02:28:00,8.0,17.0,597996477,02,27,00
885,1900-03-10 02:28:10,8.0,17.0,597996477,02,27,10
886,1900-03-10 02:28:20,8.0,17.0,597996477,02,27,20
932,1900-03-10 02:36:00,4.0,8.0,597996477,02,35,00
953,1900-03-10 02:39:30,0.0,0.0,597996477,02,38,30
954,1900-03-10 02:39:40,0.0,0.0,597996477,02,38,40
983,1900-03-10 02:44:30,3.0,6.0,597996477,02,43,30
984,1900-03-10 02:44:40,3.0,6.0,597996477,02,43,40
988,1900-03-10 02:45:20,3.0,6.0,597996477,02,44,20
990,1900-03-10 02:45:40,3.0,6.0,597996477,02,44,40
991,1900-03-10 02:45:50,3.0,6.0,597996477,02,44,50
992,1900-03-10 02:46:00,3.0,6.0,597996477,02,45,00
993,1900-03-10 02:46:10,3.0,6.0,597996477,02,45,10
1019,1900-03-10 02:50:30,1.0,2.0,597996477,02,49,30
1020,1900-03-10 02:50:40,1.0,2.0,597996477,02,49,40
1021,1900-03-10 02:50:50,1.0,2.0,597996477,02,49,50
1022,1900-03-10 02:51:00,1.0,2.0,597996477,02,50,00
1023,1900-03-10 02:51:10,1.0,2.0,597996477,02,50,10
1039,1900-03-10 02:53:50,2.0,4.0,597996477,02,52,50
1040,1900-03-10 02:54:00,2.0,4.0,597996477,02,53,00
1043,1900-03-10 02:54:30,2.0,4.0,597996477,02,53,30
1044,1900-03-10 02:54:40,2.0,4.0,597996477,02,53,40
1054,1900-03-10 02:56:20,2.0,4.0,597996477,02,55,20
1055,1900-03-10 02:56:30,2.0,4.0,597996477,02,55,30
1056,1900-03-10 02:56:40,2.0,4.0,597996477,02,55,40
1057,1900-03-10 02:56:50,2.0,4.0,597996477,02,55,50
1058,1900-03-10 02:57:00,2.0,4.0,597996477,02,56,00
1059,1900-03-10 02:57:10,2.0,4.0,597996477,02,56,10
1065,1900-03-10 02:58:10,2.0,4.0,597996477,02,57,10
1066,1900-03-10 02:58:20,2.0,4.0,597996477,02,57,20
1067,1900-03-10 02:58:30,2.0,4.0,597996477,02,57,30
1084,1900-03-10 03:01:20,3.0,6.0,597996477,03,00,20
1106,1900-03-10 03:05:00,4.0,8.0,597996477,03,04,00
1107,1900-03-10 03:05:10,4.0,8.0,597996477,03,04,10
1108,1900-03-10 03:05:20,4.0,8.0,597996477,03,04,20
1109,1900-03-10 03:05:30,4.0,8.0,597996477,03,04,30
1125,1900-03-10 03:08:10,3.0,6.0,597996477,03,07,10
1126,1900-03-10 03:08:20,3.0,6.0,597996477,03,07,20
1156,1900-03-10 03:13:20,7.0,14.0,597996477,03,12,20
1157,1900-03-10 03:13:30,7.0,14.0,597996477,03,12,30
1158,1900-03-10 03:13:40,7.0,14.0,597996477,03,12,40
1177,1900-03-10 03:16:50,2.0,4.0,597996477,03,15,50
1201,1900-03-10 03:20:50,2.0,4.0,597996477,03,19,50
1202,1900-03-10 03:21:00,2.0,4.0,597996477,03,20,00
1203,1900-03-10 03:21:10,2.0,4.0,597996477,03,20,10
1206,1900-03-10 03:21:40,2.0,4.0,597996477,03,20,40
1211,1900-03-10 03:22:30,2.0,4.0,597996477,03,21,30
1212,1900-03-10 03:22:40,2.0,4.0,597996477,03,21,40
1230,1900-03-10 03:25:40,5.0,10.0,597996477,03,24,40
1232,1900-03-10 03:26:00,5.0,10.0,597996477,03,25,00
1233,1900-03-10 03:26:10,5.0,10.0,597996477,03,25,10
1257,1900-03-10 03:30:10,5.0,10.0,597996477,03,29,10
1258,1900-03-10 03:30:20,5.0,10.0,597996477,03,29,20
1259,1900-03-10 03:30:30,5.0,10.0,597996477,03,29,30
1260,1900-03-10 03:30:40,5.0,10.0,597996477,03,29,40
1289,1900-03-10 03:35:30,4.0,8.0,597996477,03,34,30
1312,1900-03-10 03:39:20,3.0,6.0,597996477,03,38,20
1313,1900-03-10 03:39:30,3.0,6.0,597996477,03,38,30
1314,1900-03-10 03:39:40,3.0,6.0,597996477,03,38,40
1315,1900-03-10 03:39:50,3.0,6.0,597996477,03,38,50
1316,1900-03-10 03:40:00,3.0,6.0,597996477,03,39,00
1317,1900-03-10 03:40:10,3.0,6.0,597996477,03,39,10
1356,1900-03-10 03:46:40,4.0,8.0,597996477,03,45,40
1377,1900-03-10 03:50:10,0.0,0.0,597996477,03,49,10
1378,1900-03-10 03:50:20,0.0,0.0,597996477,03,49,20
1379,1900-03-10 03:50:30,0.0,0.0,597996477,03,49,30
1380,1900-03-10 03:50:40,0.0,0.0,597996477,03,49,40
1381,1900-03-10 03:50:50,0.0,0.0,597996477,03,49,50
1382,1900-03-10 03:51:00,0.0,0.0,597996477,03,50,00
1383,1900-03-10 03:51:10,0.0,0.0,597996477,03,50,10
1384,1900-03-10 03:51:20,0.0,0.0,597996477,03,50,20
1385,1900-03-10 03:51:30,0.0,0.0,597996477,03,50,30
1412,1900-03-10 03:56:00,2.0,4.0,597996477,03,55,00
1413,1900-03-10 03:56:10,2.0,4.0,597996477,03,55,10
1414,1900-03-10 03:56:20,2.0,4.0,597996477,03,55,20
1415,1900-03-10 03:56:30,2.0,4.0,597996477,03,55,30
1437,1900-03-10 04:00:10,5.0,10.0,597996477,03,59,10
1438,1900-03-10 04:00:20,5.0,10.0,597996477,03,59,20
1439,1900-03-10 04:00:30,5.0,10.0,597996477,03,59,30
1440,1900-03-10 04:00:40,5.0,10.0,597996477,03,59,40
1461,1900-03-10 04:04:10,13.0,27.0,597996477,04,03,10
11,1900-03-12 00:03:20,3.0,7.0,598871351,00,02,20
12,1900-03-12 00:03:30,3.0,7.0,598871351,00,02,30
13,1900-03-12 00:03:40,3.0,7.0,598871351,00,02,40
14,1900-03-12 00:03:50,3.0,7.0,598871351,00,02,50
29,1900-03-12 00:06:20,3.0,7.0,598871351,00,05,20
49,1900-03-12 00:09:40,3.0,7.0,598871351,00,08,40
50,1900-03-12 00:09:50,3.0,7.0,598871351,00,08,50
51,1900-03-12 00:10:00,3.0,7.0,598871351,00,09,00
52,1900-03-12 00:10:10,3.0,7.0,598871351,00,09,10
53,1900-03-12 00:10:20,3.0,7.0,598871351,00,09,20
82,1900-03-12 00:15:10,4.0,10.0,598871351,00,14,10
108,1900-03-12 00:19:30,12.0,30.0,598871351,00,18,30
143,1900-03-12 00:25:20,8.0,20.0,598871351,00,24,20
144,1900-03-12 00:25:30,8.0,20.0,598871351,00,24,30
145,1900-03-12 00:25:40,8.0,20.0,598871351,00,24,40
146,1900-03-12 00:25:50,8.0,20.0,598871351,00,24,50
171,1900-03-12 00:30:00,3.0,7.0,598871351,00,29,00
207,1900-03-12 00:36:00,8.0,20.0,598871351,00,35,00
223,1900-03-12 00:38:40,6.0,15.0,598871351,00,37,40
224,1900-03-12 00:38:50,6.0,15.0,598871351,00,37,50
225,1900-03-12 00:39:00,6.0,15.0,598871351,00,38,00
244,1900-03-12 00:42:10,3.0,7.0,598871351,00,41,10
245,1900-03-12 00:42:20,3.0,7.0,598871351,00,41,20
275,1900-03-12 00:47:20,2.0,5.0,598871351,00,46,20
276,1900-03-12 00:47:30,2.0,5.0,598871351,00,46,30
277,1900-03-12 00:47:40,2.0,5.0,598871351,00,46,40
278,1900-03-12 00:47:50,2.0,5.0,598871351,00,46,50
279,1900-03-12 00:48:00,2.0,5.0,598871351,00,47,00
280,1900-03-12 00:48:10,2.0,5.0,598871351,00,47,10
301,1900-03-12 00:51:40,3.0,7.0,598871351,00,50,40
302,1900-03-12 00:51:50,3.0,7.0,598871351,00,50,50
303,1900-03-12 00:52:00,3.0,7.0,598871351,00,51,00
304,1900-03-12 00:52:10,3.0,7.0,598871351,00,51,10
330,1900-03-12 00:56:30,13.0,32.0,598871351,00,55,30
377,1900-03-12 01:04:20,8.0,20.0,598871351,01,03,20
378,1900-03-12 01:04:30,8.0,20.0,598871351,01,03,30
401,1900-03-12 01:08:20,13.0,32.0,598871351,01,07,20
402,1900-03-12 01:08:30,13.0,32.0,598871351,01,07,30
436,1900-03-12 01:14:10,5.0,12.0,598871351,01,13,10
437,1900-03-12 01:14:20,5.0,12.0,598871351,01,13,20
462,1900-03-12 01:18:30,3.0,7.0,598871351,01,17,30
503,1900-03-12 01:25:20,6.0,15.0,598871351,01,24,20
504,1900-03-12 01:25:30,6.0,15.0,598871351,01,24,30
505,1900-03-12 01:25:40,6.0,15.0,598871351,01,24,40
536,1900-03-12 01:30:50,5.0,12.0,598871351,01,29,50
537,1900-03-12 01:31:00,5.0,12.0,598871351,01,30,00
538,1900-03-12 01:31:10,5.0,12.0,598871351,01,30,10
539,1900-03-12 01:31:20,5.0,12.0,598871351,01,30,20
540,1900-03-12 01:31:30,5.0,12.0,598871351,01,30,30
575,1900-03-12 01:37:20,2.0,5.0,598871351,01,36,20
576,1900-03-12 01:37:30,2.0,5.0,598871351,01,36,30
577,1900-03-12 01:37:40,2.0,5.0,598871351,01,36,40
578,1900-03-12 01:37:50,2.0,5.0,598871351,01,36,50
579,1900-03-12 01:38:00,2.0,5.0,598871351,01,37,00
619,1900-03-12 01:44:40,11.0,27.0,598871351,01,43,40
620,1900-03-12 01:44:50,11.0,27.0,598871351,01,43,50
622,1900-03-12 01:45:10,11.0,27.0,598871351,01,44,10
623,1900-03-12 01:45:20,11.0,27.0,598871351,01,44,20
649,1900-03-12 01:49:40,4.0,10.0,598871351,01,48,40
650,1900-03-12 01:49:50,4.0,10.0,598871351,01,48,50
651,1900-03-12 01:50:00,4.0,10.0,598871351,01,49,00
652,1900-03-12 01:50:10,4.0,10.0,598871351,01,49,10
654,1900-03-12 01:50:30,4.0,10.0,598871351,01,49,30
655,1900-03-12 01:50:40,4.0,10.0,598871351,01,49,40
720,1900-03-12 02:01:30,29.0,72.0,598871351,02,00,30
722,1900-03-12 02:01:50,29.0,72.0,598871351,02,00,50
770,1900-03-12 02:09:50,8.0,20.0,598871351,02,08,50
772,1900-03-12 02:10:10,8.0,20.0,598871351,02,09,10
774,1900-03-12 02:10:30,8.0,20.0,598871351,02,09,30
775,1900-03-12 02:10:40,8.0,20.0,598871351,02,09,40
814,1900-03-12 02:17:10,12.0,30.0,598871351,02,16,10
815,1900-03-12 02:17:20,12.0,30.0,598871351,02,16,20
850,1900-03-12 02:23:10,6.0,15.0,598871351,02,22,10
875,1900-03-12 02:27:20,20.0,50.0,598871351,02,26,20
906,1900-03-12 02:32:30,19.0,47.0,598871351,02,31,30
907,1900-03-12 02:32:40,19.0,47.0,598871351,02,31,40
908,1900-03-12 02:32:50,19.0,47.0,598871351,02,31,50
934,1900-03-12 02:37:10,27.0,67.0,598871351,02,36,10
1020,1900-03-12 02:51:30,11.0,27.0,598871351,02,50,30
1053,1900-03-12 02:57:00,22.0,55.0,598871351,02,56,00
1076,1900-03-12 03:00:50,11.0,27.0,598871351,02,59,50
1077,1900-03-12 03:01:00,11.0,27.0,598871351,03,00,00
1097,1900-03-12 03:04:20,23.0,57.0,598871351,03,03,20
1099,1900-03-12 03:04:40,23.0,57.0,598871351,03,03,40
1132,1900-03-12 03:10:10,40.0,100.0,598871351,03,09,10
1197,1900-03-12 03:21:00,19.0,47.0,598871351,03,20,00
3,1900-03-14 00:01:00,2.0,4.0,599861400,00,00,00
4,1900-03-14 00:01:10,2.0,4.0,599861400,00,00,10
5,1900-03-14 00:01:20,2.0,4.0,599861400,00,00,20
46,1900-03-14 00:08:10,8.0,16.0,599861400,00,07,10
47,1900-03-14 00:08:20,8.0,16.0,599861400,00,07,20
69,1900-03-14 00:12:00,6.0,12.0,599861400,00,11,00
85,1900-03-14 00:14:40,7.0,14.0,599861400,00,13,40
86,1900-03-14 00:14:50,7.0,14.0,599861400,00,13,50
132,1900-03-14 00:22:30,49.0,100.0,599861400,00,21,30
193,1900-03-14 00:32:40,10.0,20.0,599861400,00,31,40
241,1900-03-14 00:40:40,18.0,36.0,599861400,00,39,40
313,1900-03-14 00:52:40,16.0,32.0,599861400,00,51,40
346,1900-03-14 00:58:10,24.0,48.0,599861400,00,57,10
369,1900-03-14 01:02:00,13.0,26.0,599861400,01,01,00
370,1900-03-14 01:02:10,13.0,26.0,599861400,01,01,10
414,1900-03-14 01:09:30,16.0,32.0,599861400,01,08,30
442,1900-03-14 01:14:10,27.0,55.0,599861400,01,13,10
443,1900-03-14 01:14:20,27.0,55.0,599861400,01,13,20
444,1900-03-14 01:14:30,27.0,55.0,599861400,01,13,30
474,1900-03-14 01:19:30,13.0,26.0,599861400,01,18,30
475,1900-03-14 01:19:40,13.0,26.0,599861400,01,18,40
477,1900-03-14 01:20:00,13.0,26.0,599861400,01,19,00
498,1900-03-14 01:23:30,12.0,24.0,599861400,01,22,30
553,1900-03-14 01:32:40,25.0,51.0,599861400,01,31,40
582,1900-03-14 01:37:30,18.0,36.0,599861400,01,36,30
644,1900-03-14 01:47:50,13.0,26.0,599861400,01,46,50
665,1900-03-14 01:51:20,12.0,24.0,599861400,01,50,20
673,1900-03-14 01:52:40,12.0,24.0,599861400,01,51,40
704,1900-03-14 01:57:50,12.0,24.0,599861400,01,56,50
705,1900-03-14 01:58:00,12.0,24.0,599861400,01,57,00
733,1900-03-14 02:02:40,13.0,26.0,599861400,02,01,40
734,1900-03-14 02:02:50,13.0,26.0,599861400,02,01,50
735,1900-03-14 02:03:00,13.0,26.0,599861400,02,02,00
736,1900-03-14 02:03:10,13.0,26.0,599861400,02,02,10
779,1900-03-14 02:10:20,6.0,12.0,599861400,02,09,20
800,1900-03-14 02:13:50,23.0,46.0,599861400,02,12,50
0,1900-03-16 00:00:40,1.0,3.0,600830850,23,59,40
1,1900-03-16 00:00:50,1.0,3.0,600830850,23,59,50
2,1900-03-16 00:01:00,1.0,3.0,600830850,00,00,00
3,1900-03-16 00:01:10,1.0,3.0,600830850,00,00,10
4,1900-03-16 00:01:20,1.0,3.0,600830850,00,00,20
27,1900-03-16 00:05:10,4.0,13.0,600830850,00,04,10
28,1900-03-16 00:05:20,4.0,13.0,600830850,00,04,20
29,1900-03-16 00:05:30,4.0,13.0,600830850,00,04,30
30,1900-03-16 00:05:40,4.0,13.0,600830850,00,04,40
31,1900-03-16 00:05:50,4.0,13.0,600830850,00,04,50
58,1900-03-16 00:10:20,9.0,31.0,600830850,00,09,20
59,1900-03-16 00:10:30,9.0,31.0,600830850,00,09,30
60,1900-03-16 00:10:40,9.0,31.0,600830850,00,09,40
78,1900-03-16 00:13:40,5.0,17.0,600830850,00,12,40
79,1900-03-16 00:13:50,5.0,17.0,600830850,00,12,50
81,1900-03-16 00:14:10,5.0,17.0,600830850,00,13,10
82,1900-03-16 00:14:20,5.0,17.0,600830850,00,13,20
97,1900-03-16 00:16:50,5.0,17.0,600830850,00,15,50
122,1900-03-16 00:21:00,6.0,20.0,600830850,00,20,00
124,1900-03-16 00:21:20,6.0,20.0,600830850,00,20,20
147,1900-03-16 00:25:10,6.0,20.0,600830850,00,24,10
148,1900-03-16 00:25:20,6.0,20.0,600830850,00,24,20
165,1900-03-16 00:28:10,8.0,27.0,600830850,00,27,10
190,1900-03-16 00:32:20,4.0,13.0,600830850,00,31,20
195,1900-03-16 00:33:10,4.0,13.0,600830850,00,32,10
224,1900-03-16 00:38:00,7.0,24.0,600830850,00,37,00
225,1900-03-16 00:38:10,7.0,24.0,600830850,00,37,10
263,1900-03-16 00:44:30,29.0,100.0,600830850,00,43,30
322,1900-03-16 00:54:20,7.0,24.0,600830850,00,53,20
323,1900-03-16 00:54:30,7.0,24.0,600830850,00,53,30
341,1900-03-16 00:57:30,4.0,13.0,600830850,00,56,30
358,1900-03-16 01:00:20,6.0,20.0,600830850,00,59,20
411,1900-03-16 01:09:10,13.0,44.0,600830850,01,08,10
441,1900-03-16 01:14:10,2.0,6.0,600830850,01,13,10
442,1900-03-16 01:14:20,2.0,6.0,600830850,01,13,20
443,1900-03-16 01:14:30,2.0,6.0,600830850,01,13,30
462,1900-03-16 01:17:40,5.0,17.0,600830850,01,16,40
463,1900-03-16 01:17:50,5.0,17.0,600830850,01,16,50
464,1900-03-16 01:18:00,5.0,17.0,600830850,01,17,00
483,1900-03-16 01:21:10,1.0,3.0,600830850,01,20,10
512,1900-03-16 01:26:00,8.0,27.0,600830850,01,25,00
555,1900-03-16 01:33:10,12.0,41.0,600830850,01,32,10
556,1900-03-16 01:33:20,12.0,41.0,600830850,01,32,20
557,1900-03-16 01:33:30,12.0,41.0,600830850,01,32,30
588,1900-03-16 01:38:40,4.0,13.0,600830850,01,37,40
589,1900-03-16 01:38:50,4.0,13.0,600830850,01,37,50
618,1900-03-16 01:43:40,3.0,10.0,600830850,01,42,40
619,1900-03-16 01:43:50,3.0,10.0,600830850,01,42,50
620,1900-03-16 01:44:00,3.0,10.0,600830850,01,43,00
663,1900-03-16 01:51:10,5.0,17.0,600830850,01,50,10
664,1900-03-16 01:51:20,5.0,17.0,600830850,01,50,20
667,1900-03-16 01:51:50,5.0,17.0,600830850,01,50,50
668,1900-03-16 01:52:00,5.0,17.0,600830850,01,51,00
670,1900-03-16 01:52:20,5.0,17.0,600830850,01,51,20
687,1900-03-16 01:55:10,2.0,6.0,600830850,01,54,10
688,1900-03-16 01:55:20,2.0,6.0,600830850,01,54,20
715,1900-03-16 01:59:50,4.0,13.0,600830850,01,58,50
716,1900-03-16 02:00:00,4.0,13.0,600830850,01,59,00
727,1900-03-16 02:01:50,4.0,13.0,600830850,02,00,50
728,1900-03-16 02:02:00,4.0,13.0,600830850,02,01,00
738,1900-03-16 02:03:40,4.0,13.0,600830850,02,02,40
739,1900-03-16 02:03:50,4.0,13.0,600830850,02,02,50
740,1900-03-16 02:04:00,4.0,13.0,600830850,02,03,00
741,1900-03-16 02:04:10,4.0,13.0,600830850,02,03,10
757,1900-03-16 02:06:50,6.0,20.0,600830850,02,05,50
758,1900-03-16 02:07:00,6.0,20.0,600830850,02,06,00
760,1900-03-16 02:07:20,6.0,20.0,600830850,02,06,20
761,1900-03-16 02:07:30,6.0,20.0,600830850,02,06,30
788,1900-03-16 02:12:00,3.0,10.0,600830850,02,11,00
789,1900-03-16 02:12:10,3.0,10.0,600830850,02,11,10
790,1900-03-16 02:12:20,3.0,10.0,600830850,02,11,20
791,1900-03-16 02:12:30,3.0,10.0,600830850,02,11,30
792,1900-03-16 02:12:40,3.0,10.0,600830850,02,11,40
819,1900-03-16 02:17:10,5.0,17.0,600830850,02,16,10
820,1900-03-16 02:17:20,5.0,17.0,600830850,02,16,20
821,1900-03-16 02:17:30,5.0,17.0,600830850,02,16,30
822,1900-03-16 02:17:40,5.0,17.0,600830850,02,16,40
823,1900-03-16 02:17:50,5.0,17.0,600830850,02,16,50
824,1900-03-16 02:18:00,5.0,17.0,600830850,02,17,00
828,1900-03-16 02:18:40,5.0,17.0,600830850,02,17,40
829,1900-03-16 02:18:50,5.0,17.0,600830850,02,17,50
830,1900-03-16 02:19:00,5.0,17.0,600830850,02,18,00
831,1900-03-16 02:19:10,5.0,17.0,600830850,02,18,10
841,1900-03-16 02:20:50,5.0,17.0,600830850,02,19,50
842,1900-03-16 02:21:00,5.0,17.0,600830850,02,20,00
858,1900-03-16 02:23:40,6.0,20.0,600830850,02,22,40
859,1900-03-16 02:23:50,6.0,20.0,600830850,02,22,50
860,1900-03-16 02:24:00,6.0,20.0,600830850,02,23,00
896,1900-03-16 02:30:00,11.0,37.0,600830850,02,29,00
928,1900-03-16 02:35:20,10.0,34.0,600830850,02,34,20
4,1900-03-18 00:02:30,3.0,21.0,604877237,00,01,30
5,1900-03-18 00:02:40,3.0,21.0,604877237,00,01,40
7,1900-03-18 00:03:00,3.0,21.0,604877237,00,02,00
8,1900-03-18 00:03:10,3.0,21.0,604877237,00,02,10
9,1900-03-18 00:03:20,3.0,21.0,604877237,00,02,20
25,1900-03-18 00:06:00,5.0,35.0,604877237,00,05,00
46,1900-03-18 00:09:30,5.0,35.0,604877237,00,08,30
47,1900-03-18 00:09:40,5.0,35.0,604877237,00,08,40
48,1900-03-18 00:09:50,5.0,35.0,604877237,00,08,50
49,1900-03-18 00:10:00,5.0,35.0,604877237,00,09,00
50,1900-03-18 00:10:10,5.0,35.0,604877237,00,09,10
73,1900-03-18 00:14:00,4.0,28.0,604877237,00,13,00
82,1900-03-18 00:15:30,4.0,28.0,604877237,00,14,30
83,1900-03-18 00:15:40,4.0,28.0,604877237,00,14,40
84,1900-03-18 00:15:50,4.0,28.0,604877237,00,14,50
85,1900-03-18 00:16:00,4.0,28.0,604877237,00,15,00
125,1900-03-18 00:22:40,5.0,35.0,604877237,00,21,40
126,1900-03-18 00:22:50,5.0,35.0,604877237,00,21,50
127,1900-03-18 00:23:00,5.0,35.0,604877237,00,22,00
128,1900-03-18 00:23:10,5.0,35.0,604877237,00,22,10
149,1900-03-18 00:26:40,2.0,14.0,604877237,00,25,40
165,1900-03-18 00:29:20,4.0,28.0,604877237,00,28,20
166,1900-03-18 00:29:30,4.0,28.0,604877237,00,28,30
167,1900-03-18 00:29:40,4.0,28.0,604877237,00,28,40
168,1900-03-18 00:29:50,4.0,28.0,604877237,00,28,50
170,1900-03-18 00:30:10,4.0,28.0,604877237,00,29,10
217,1900-03-18 00:38:00,6.0,42.0,604877237,00,37,00
218,1900-03-18 00:38:10,6.0,42.0,604877237,00,37,10
219,1900-03-18 00:38:20,6.0,42.0,604877237,00,37,20
243,1900-03-18 00:42:20,3.0,21.0,604877237,00,41,20
244,1900-03-18 00:42:30,3.0,21.0,604877237,00,41,30
245,1900-03-18 00:42:40,3.0,21.0,604877237,00,41,40
262,1900-03-18 00:45:30,5.0,35.0,604877237,00,44,30
263,1900-03-18 00:45:40,5.0,35.0,604877237,00,44,40
264,1900-03-18 00:45:50,5.0,35.0,604877237,00,44,50
285,1900-03-18 00:49:20,3.0,21.0,604877237,00,48,20
302,1900-03-18 00:52:10,4.0,28.0,604877237,00,51,10
303,1900-03-18 00:52:20,4.0,28.0,604877237,00,51,20
304,1900-03-18 00:52:30,4.0,28.0,604877237,00,51,30
305,1900-03-18 00:52:40,4.0,28.0,604877237,00,51,40
328,1900-03-18 00:56:30,6.0,42.0,604877237,00,55,30
