,Time,0,maxes,vidID,h,m,s
267,1900-02-10 00:45:50,4.0,50.0,210954284,00,44,50
268,1900-02-10 00:46:00,4.0,50.0,210954284,00,45,00
271,1900-02-10 00:46:30,4.0,50.0,210954284,00,45,30
299,1900-02-10 00:51:10,1.0,12.0,210954284,00,50,10
300,1900-02-10 00:51:20,1.0,12.0,210954284,00,50,20
301,1900-02-10 00:51:30,1.0,12.0,210954284,00,50,30
319,1900-02-10 00:54:30,2.0,25.0,210954284,00,53,30
320,1900-02-10 00:54:40,2.0,25.0,210954284,00,53,40
321,1900-02-10 00:54:50,2.0,25.0,210954284,00,53,50
326,1900-02-10 00:55:40,2.0,25.0,210954284,00,54,40
347,1900-02-10 00:59:10,8.0,100.0,210954284,00,58,10
378,1900-02-10 01:04:20,4.0,50.0,210954284,01,03,20
379,1900-02-10 01:04:30,4.0,50.0,210954284,01,03,30
380,1900-02-10 01:04:40,4.0,50.0,210954284,01,03,40
404,1900-02-10 01:08:40,6.0,75.0,210954284,01,07,40
405,1900-02-10 01:08:50,6.0,75.0,210954284,01,07,50
406,1900-02-10 01:09:00,6.0,75.0,210954284,01,08,00
407,1900-02-10 01:09:10,6.0,75.0,210954284,01,08,10
427,1900-02-10 01:12:30,4.0,50.0,210954284,01,11,30
431,1900-02-10 01:13:10,4.0,50.0,210954284,01,12,10
432,1900-02-10 01:13:20,4.0,50.0,210954284,01,12,20
433,1900-02-10 01:13:30,4.0,50.0,210954284,01,12,30
5,1900-02-12 00:03:10,2.0,20.0,210954606,00,02,10
7,1900-02-12 00:03:30,2.0,20.0,210954606,00,02,30
8,1900-02-12 00:03:40,2.0,20.0,210954606,00,02,40
9,1900-02-12 00:03:50,2.0,20.0,210954606,00,02,50
10,1900-02-12 00:04:00,2.0,20.0,210954606,00,03,00
30,1900-02-12 00:07:20,5.0,50.0,210954606,00,06,20
78,1900-02-12 00:15:20,9.0,90.0,210954606,00,14,20
101,1900-02-12 00:19:10,4.0,40.0,210954606,00,18,10
102,1900-02-12 00:19:20,4.0,40.0,210954606,00,18,20
106,1900-02-12 00:20:00,4.0,40.0,210954606,00,19,00
108,1900-02-12 00:20:20,4.0,40.0,210954606,00,19,20
109,1900-02-12 00:20:30,4.0,40.0,210954606,00,19,30
125,1900-02-12 00:23:10,3.0,30.0,210954606,00,22,10
126,1900-02-12 00:23:20,3.0,30.0,210954606,00,22,20
154,1900-02-12 00:28:00,6.0,60.0,210954606,00,27,00
155,1900-02-12 00:28:10,6.0,60.0,210954606,00,27,10
165,1900-02-12 00:29:50,6.0,60.0,210954606,00,28,50
182,1900-02-12 00:32:40,4.0,40.0,210954606,00,31,40
200,1900-02-12 00:35:40,5.0,50.0,210954606,00,34,40
201,1900-02-12 00:35:50,5.0,50.0,210954606,00,34,50
202,1900-02-12 00:36:00,5.0,50.0,210954606,00,35,00
203,1900-02-12 00:36:10,5.0,50.0,210954606,00,35,10
221,1900-02-12 00:39:10,4.0,40.0,210954606,00,38,10
222,1900-02-12 00:39:20,4.0,40.0,210954606,00,38,20
223,1900-02-12 00:39:30,4.0,40.0,210954606,00,38,30
275,1900-02-12 00:48:10,10.0,100.0,210954606,00,47,10
295,1900-02-12 00:51:30,10.0,100.0,210954606,00,50,30
318,1900-02-12 00:55:20,6.0,60.0,210954606,00,54,20
321,1900-02-12 00:55:50,6.0,60.0,210954606,00,54,50
375,1900-02-12 01:04:50,9.0,90.0,210954606,01,03,50
376,1900-02-12 01:05:00,9.0,90.0,210954606,01,04,00
377,1900-02-12 01:05:10,9.0,90.0,210954606,01,04,10
404,1900-02-12 01:09:40,4.0,40.0,210954606,01,08,40
408,1900-02-12 01:10:20,4.0,40.0,210954606,01,09,20
409,1900-02-12 01:10:30,4.0,40.0,210954606,01,09,30
459,1900-02-12 01:18:50,8.0,80.0,210954606,01,17,50
499,1900-02-12 01:25:30,3.0,30.0,210954606,01,24,30
509,1900-02-12 01:27:10,3.0,30.0,210954606,01,26,10
510,1900-02-12 01:27:20,3.0,30.0,210954606,01,26,20
511,1900-02-12 01:27:30,3.0,30.0,210954606,01,26,30
545,1900-02-12 01:33:10,5.0,50.0,210954606,01,32,10
546,1900-02-12 01:33:20,5.0,50.0,210954606,01,32,20
557,1900-02-12 01:35:10,5.0,50.0,210954606,01,34,10
558,1900-02-12 01:35:20,5.0,50.0,210954606,01,34,20
598,1900-02-12 01:42:00,9.0,90.0,210954606,01,41,00
626,1900-02-12 01:46:40,7.0,70.0,210954606,01,45,40
661,1900-02-12 01:52:30,5.0,50.0,210954606,01,51,30
680,1900-02-12 01:55:40,7.0,70.0,210954606,01,54,40
714,1900-02-12 02:01:20,8.0,80.0,210954606,02,00,20
715,1900-02-12 02:01:30,8.0,80.0,210954606,02,00,30
745,1900-02-12 02:06:30,8.0,80.0,210954606,02,05,30
770,1900-02-12 02:10:40,5.0,50.0,210954606,02,09,40
771,1900-02-12 02:10:50,5.0,50.0,210954606,02,09,50
774,1900-02-12 02:11:20,5.0,50.0,210954606,02,10,20
775,1900-02-12 02:11:30,5.0,50.0,210954606,02,10,30
779,1900-02-12 02:12:10,5.0,50.0,210954606,02,11,10
786,1900-02-12 02:13:20,5.0,50.0,210954606,02,12,20
787,1900-02-12 02:13:30,5.0,50.0,210954606,02,12,30
788,1900-02-12 02:13:40,5.0,50.0,210954606,02,12,40
789,1900-02-12 02:13:50,5.0,50.0,210954606,02,12,50
790,1900-02-12 02:14:00,5.0,50.0,210954606,02,13,00
2,1900-02-14 00:00:30,10.0,100.0,211054623,23,59,30
3,1900-02-14 00:00:40,10.0,100.0,211054623,23,59,40
4,1900-02-14 00:00:50,10.0,100.0,211054623,23,59,50
5,1900-02-14 00:01:00,10.0,100.0,211054623,00,00,00
30,1900-02-14 00:05:10,7.0,70.0,211054623,00,04,10
0,1900-02-16 00:00:30,1.0,2.0,315256363,23,59,30
1,1900-02-16 00:00:40,1.0,2.0,315256363,23,59,40
2,1900-02-16 00:00:50,1.0,2.0,315256363,23,59,50
3,1900-02-16 00:01:00,1.0,2.0,315256363,00,00,00
4,1900-02-16 00:01:10,1.0,2.0,315256363,00,00,10
5,1900-02-16 00:01:20,1.0,2.0,315256363,00,00,20
7,1900-02-16 00:01:40,1.0,2.0,315256363,00,00,40
8,1900-02-16 00:01:50,1.0,2.0,315256363,00,00,50
32,1900-02-16 00:05:50,4.0,11.0,315256363,00,04,50
33,1900-02-16 00:06:00,4.0,11.0,315256363,00,05,00
52,1900-02-16 00:09:10,12.0,33.0,315256363,00,08,10
53,1900-02-16 00:09:20,12.0,33.0,315256363,00,08,20
54,1900-02-16 00:09:30,12.0,33.0,315256363,00,08,30
91,1900-02-16 00:15:40,12.0,33.0,315256363,00,14,40
134,1900-02-16 00:22:50,11.0,30.0,315256363,00,21,50
169,1900-02-16 00:28:40,8.0,22.0,315256363,00,27,40
170,1900-02-16 00:28:50,8.0,22.0,315256363,00,27,50
171,1900-02-16 00:29:00,8.0,22.0,315256363,00,28,00
190,1900-02-16 00:32:10,9.0,25.0,315256363,00,31,10
192,1900-02-16 00:32:30,9.0,25.0,315256363,00,31,30
221,1900-02-16 00:37:20,12.0,33.0,315256363,00,36,20
222,1900-02-16 00:37:30,12.0,33.0,315256363,00,36,30
242,1900-02-16 00:40:50,12.0,33.0,315256363,00,39,50
288,1900-02-16 00:48:30,12.0,33.0,315256363,00,47,30
305,1900-02-16 00:51:20,7.0,19.0,315256363,00,50,20
326,1900-02-16 00:54:50,5.0,13.0,315256363,00,53,50
358,1900-02-16 01:00:10,7.0,19.0,315256363,00,59,10
359,1900-02-16 01:00:20,7.0,19.0,315256363,00,59,20
360,1900-02-16 01:00:30,7.0,19.0,315256363,00,59,30
361,1900-02-16 01:00:40,7.0,19.0,315256363,00,59,40
366,1900-02-16 01:01:30,7.0,19.0,315256363,01,00,30
367,1900-02-16 01:01:40,7.0,19.0,315256363,01,00,40
368,1900-02-16 01:01:50,7.0,19.0,315256363,01,00,50
413,1900-02-16 01:09:20,24.0,66.0,315256363,01,08,20
438,1900-02-16 01:13:30,36.0,100.0,315256363,01,12,30
467,1900-02-16 01:18:20,8.0,22.0,315256363,01,17,20
468,1900-02-16 01:18:30,8.0,22.0,315256363,01,17,30
514,1900-02-16 01:26:10,24.0,66.0,315256363,01,25,10
536,1900-02-16 01:29:50,6.0,16.0,315256363,01,28,50
555,1900-02-16 01:33:00,11.0,30.0,315256363,01,32,00
580,1900-02-16 01:37:10,8.0,22.0,315256363,01,36,10
618,1900-02-16 01:43:30,20.0,55.0,315256363,01,42,30
661,1900-02-16 01:50:40,7.0,19.0,315256363,01,49,40
662,1900-02-16 01:50:50,7.0,19.0,315256363,01,49,50
663,1900-02-16 01:51:00,7.0,19.0,315256363,01,50,00
686,1900-02-16 01:54:50,8.0,22.0,315256363,01,53,50
740,1900-02-16 02:03:50,35.0,97.0,315256363,02,02,50
14,1900-02-18 00:02:40,24.0,66.0,315256676,00,01,40
36,1900-02-18 00:06:20,6.0,16.0,315256676,00,05,20
37,1900-02-18 00:06:30,6.0,16.0,315256676,00,05,30
55,1900-02-18 00:09:30,12.0,33.0,315256676,00,08,30
56,1900-02-18 00:09:40,12.0,33.0,315256676,00,08,40
77,1900-02-18 00:13:10,7.0,19.0,315256676,00,12,10
78,1900-02-18 00:13:20,7.0,19.0,315256676,00,12,20
80,1900-02-18 00:13:40,7.0,19.0,315256676,00,12,40
119,1900-02-18 00:20:10,19.0,52.0,315256676,00,19,10
120,1900-02-18 00:20:20,19.0,52.0,315256676,00,19,20
162,1900-02-18 00:27:20,7.0,19.0,315256676,00,26,20
163,1900-02-18 00:27:30,7.0,19.0,315256676,00,26,30
183,1900-02-18 00:30:50,8.0,22.0,315256676,00,29,50
186,1900-02-18 00:31:20,8.0,22.0,315256676,00,30,20
187,1900-02-18 00:31:30,8.0,22.0,315256676,00,30,30
242,1900-02-18 00:40:40,36.0,100.0,315256676,00,39,40
20,1900-02-20 00:03:50,4.0,100.0,349018678,00,02,50
15,1900-02-22 00:02:40,3.0,75.0,349967256,00,01,40
32,1900-02-22 00:05:30,1.0,25.0,349967256,00,04,30
33,1900-02-22 00:05:40,1.0,25.0,349967256,00,04,40
34,1900-02-22 00:05:50,1.0,25.0,349967256,00,04,50
35,1900-02-22 00:06:00,1.0,25.0,349967256,00,05,00
36,1900-02-22 00:06:10,1.0,25.0,349967256,00,05,10
37,1900-02-22 00:06:20,1.0,25.0,349967256,00,05,20
53,1900-02-22 00:09:00,0.0,0.0,349967256,00,08,00
54,1900-02-22 00:09:10,0.0,0.0,349967256,00,08,10
55,1900-02-22 00:09:20,0.0,0.0,349967256,00,08,20
56,1900-02-22 00:09:30,0.0,0.0,349967256,00,08,30
57,1900-02-22 00:09:40,0.0,0.0,349967256,00,08,40
58,1900-02-22 00:09:50,0.0,0.0,349967256,00,08,50
59,1900-02-22 00:10:00,0.0,0.0,349967256,00,09,00
60,1900-02-22 00:10:10,0.0,0.0,349967256,00,09,10
61,1900-02-22 00:10:20,0.0,0.0,349967256,00,09,20
62,1900-02-22 00:10:30,0.0,0.0,349967256,00,09,30
63,1900-02-22 00:10:40,0.0,0.0,349967256,00,09,40
64,1900-02-22 00:10:50,0.0,0.0,349967256,00,09,50
65,1900-02-22 00:11:00,0.0,0.0,349967256,00,10,00
66,1900-02-22 00:11:10,0.0,0.0,349967256,00,10,10
67,1900-02-22 00:11:20,0.0,0.0,349967256,00,10,20
68,1900-02-22 00:11:30,0.0,0.0,349967256,00,10,30
69,1900-02-22 00:11:40,0.0,0.0,349967256,00,10,40
70,1900-02-22 00:11:50,0.0,0.0,349967256,00,10,50
71,1900-02-22 00:12:00,0.0,0.0,349967256,00,11,00
72,1900-02-22 00:12:10,0.0,0.0,349967256,00,11,10
73,1900-02-22 00:12:20,0.0,0.0,349967256,00,11,20
74,1900-02-22 00:12:30,0.0,0.0,349967256,00,11,30
75,1900-02-22 00:12:40,0.0,0.0,349967256,00,11,40
76,1900-02-22 00:12:50,0.0,0.0,349967256,00,11,50
77,1900-02-22 00:13:00,0.0,0.0,349967256,00,12,00
78,1900-02-22 00:13:10,0.0,0.0,349967256,00,12,10
79,1900-02-22 00:13:20,0.0,0.0,349967256,00,12,20
80,1900-02-22 00:13:30,0.0,0.0,349967256,00,12,30
81,1900-02-22 00:13:40,0.0,0.0,349967256,00,12,40
82,1900-02-22 00:13:50,0.0,0.0,349967256,00,12,50
83,1900-02-22 00:14:00,0.0,0.0,349967256,00,13,00
84,1900-02-22 00:14:10,0.0,0.0,349967256,00,13,10
85,1900-02-22 00:14:20,0.0,0.0,349967256,00,13,20
86,1900-02-22 00:14:30,0.0,0.0,349967256,00,13,30
87,1900-02-22 00:14:40,0.0,0.0,349967256,00,13,40
88,1900-02-22 00:14:50,0.0,0.0,349967256,00,13,50
89,1900-02-22 00:15:00,0.0,0.0,349967256,00,14,00
90,1900-02-22 00:15:10,0.0,0.0,349967256,00,14,10
91,1900-02-22 00:15:20,0.0,0.0,349967256,00,14,20
92,1900-02-22 00:15:30,0.0,0.0,349967256,00,14,30
93,1900-02-22 00:15:40,0.0,0.0,349967256,00,14,40
94,1900-02-22 00:15:50,0.0,0.0,349967256,00,14,50
95,1900-02-22 00:16:00,0.0,0.0,349967256,00,15,00
96,1900-02-22 00:16:10,0.0,0.0,349967256,00,15,10
97,1900-02-22 00:16:20,0.0,0.0,349967256,00,15,20
98,1900-02-22 00:16:30,0.0,0.0,349967256,00,15,30
99,1900-02-22 00:16:40,0.0,0.0,349967256,00,15,40
100,1900-02-22 00:16:50,0.0,0.0,349967256,00,15,50
101,1900-02-22 00:17:00,0.0,0.0,349967256,00,16,00
102,1900-02-22 00:17:10,0.0,0.0,349967256,00,16,10
103,1900-02-22 00:17:20,0.0,0.0,349967256,00,16,20
104,1900-02-22 00:17:30,0.0,0.0,349967256,00,16,30
105,1900-02-22 00:17:40,0.0,0.0,349967256,00,16,40
106,1900-02-22 00:17:50,0.0,0.0,349967256,00,16,50
107,1900-02-22 00:18:00,0.0,0.0,349967256,00,17,00
108,1900-02-22 00:18:10,0.0,0.0,349967256,00,17,10
109,1900-02-22 00:18:20,0.0,0.0,349967256,00,17,20
110,1900-02-22 00:18:30,0.0,0.0,349967256,00,17,30
111,1900-02-22 00:18:40,0.0,0.0,349967256,00,17,40
112,1900-02-22 00:18:50,0.0,0.0,349967256,00,17,50
113,1900-02-22 00:19:00,0.0,0.0,349967256,00,18,00
114,1900-02-22 00:19:10,0.0,0.0,349967256,00,18,10
115,1900-02-22 00:19:20,0.0,0.0,349967256,00,18,20
116,1900-02-22 00:19:30,0.0,0.0,349967256,00,18,30
117,1900-02-22 00:19:40,0.0,0.0,349967256,00,18,40
118,1900-02-22 00:19:50,0.0,0.0,349967256,00,18,50
119,1900-02-22 00:20:00,0.0,0.0,349967256,00,19,00
120,1900-02-22 00:20:10,0.0,0.0,349967256,00,19,10
121,1900-02-22 00:20:20,0.0,0.0,349967256,00,19,20
122,1900-02-22 00:20:30,0.0,0.0,349967256,00,19,30
123,1900-02-22 00:20:40,0.0,0.0,349967256,00,19,40
124,1900-02-22 00:20:50,0.0,0.0,349967256,00,19,50
125,1900-02-22 00:21:00,0.0,0.0,349967256,00,20,00
126,1900-02-22 00:21:10,0.0,0.0,349967256,00,20,10
127,1900-02-22 00:21:20,0.0,0.0,349967256,00,20,20
128,1900-02-22 00:21:30,0.0,0.0,349967256,00,20,30
129,1900-02-22 00:21:40,0.0,0.0,349967256,00,20,40
130,1900-02-22 00:21:50,0.0,0.0,349967256,00,20,50
131,1900-02-22 00:22:00,0.0,0.0,349967256,00,21,00
132,1900-02-22 00:22:10,0.0,0.0,349967256,00,21,10
133,1900-02-22 00:22:20,0.0,0.0,349967256,00,21,20
134,1900-02-22 00:22:30,0.0,0.0,349967256,00,21,30
135,1900-02-22 00:22:40,0.0,0.0,349967256,00,21,40
136,1900-02-22 00:22:50,0.0,0.0,349967256,00,21,50
137,1900-02-22 00:23:00,0.0,0.0,349967256,00,22,00
138,1900-02-22 00:23:10,0.0,0.0,349967256,00,22,10
139,1900-02-22 00:23:20,0.0,0.0,349967256,00,22,20
140,1900-02-22 00:23:30,0.0,0.0,349967256,00,22,30
141,1900-02-22 00:23:40,0.0,0.0,349967256,00,22,40
142,1900-02-22 00:23:50,0.0,0.0,349967256,00,22,50
143,1900-02-22 00:24:00,0.0,0.0,349967256,00,23,00
144,1900-02-22 00:24:10,0.0,0.0,349967256,00,23,10
145,1900-02-22 00:24:20,0.0,0.0,349967256,00,23,20
146,1900-02-22 00:24:30,0.0,0.0,349967256,00,23,30
147,1900-02-22 00:24:40,0.0,0.0,349967256,00,23,40
148,1900-02-22 00:24:50,0.0,0.0,349967256,00,23,50
149,1900-02-22 00:25:00,0.0,0.0,349967256,00,24,00
150,1900-02-22 00:25:10,0.0,0.0,349967256,00,24,10
151,1900-02-22 00:25:20,0.0,0.0,349967256,00,24,20
152,1900-02-22 00:25:30,0.0,0.0,349967256,00,24,30
153,1900-02-22 00:25:40,0.0,0.0,349967256,00,24,40
154,1900-02-22 00:25:50,0.0,0.0,349967256,00,24,50
155,1900-02-22 00:26:00,0.0,0.0,349967256,00,25,00
156,1900-02-22 00:26:10,0.0,0.0,349967256,00,25,10
157,1900-02-22 00:26:20,0.0,0.0,349967256,00,25,20
158,1900-02-22 00:26:30,0.0,0.0,349967256,00,25,30
159,1900-02-22 00:26:40,0.0,0.0,349967256,00,25,40
160,1900-02-22 00:26:50,0.0,0.0,349967256,00,25,50
161,1900-02-22 00:27:00,0.0,0.0,349967256,00,26,00
162,1900-02-22 00:27:10,0.0,0.0,349967256,00,26,10
163,1900-02-22 00:27:20,0.0,0.0,349967256,00,26,20
164,1900-02-22 00:27:30,0.0,0.0,349967256,00,26,30
165,1900-02-22 00:27:40,0.0,0.0,349967256,00,26,40
166,1900-02-22 00:27:50,0.0,0.0,349967256,00,26,50
167,1900-02-22 00:28:00,0.0,0.0,349967256,00,27,00
168,1900-02-22 00:28:10,0.0,0.0,349967256,00,27,10
169,1900-02-22 00:28:20,0.0,0.0,349967256,00,27,20
170,1900-02-22 00:28:30,0.0,0.0,349967256,00,27,30
171,1900-02-22 00:28:40,0.0,0.0,349967256,00,27,40
172,1900-02-22 00:28:50,0.0,0.0,349967256,00,27,50
173,1900-02-22 00:29:00,0.0,0.0,349967256,00,28,00
174,1900-02-22 00:29:10,0.0,0.0,349967256,00,28,10
175,1900-02-22 00:29:20,0.0,0.0,349967256,00,28,20
176,1900-02-22 00:29:30,0.0,0.0,349967256,00,28,30
177,1900-02-22 00:29:40,0.0,0.0,349967256,00,28,40
178,1900-02-22 00:29:50,0.0,0.0,349967256,00,28,50
179,1900-02-22 00:30:00,0.0,0.0,349967256,00,29,00
180,1900-02-22 00:30:10,0.0,0.0,349967256,00,29,10
181,1900-02-22 00:30:20,0.0,0.0,349967256,00,29,20
182,1900-02-22 00:30:30,0.0,0.0,349967256,00,29,30
183,1900-02-22 00:30:40,0.0,0.0,349967256,00,29,40
184,1900-02-22 00:30:50,0.0,0.0,349967256,00,29,50
185,1900-02-22 00:31:00,0.0,0.0,349967256,00,30,00
186,1900-02-22 00:31:10,0.0,0.0,349967256,00,30,10
187,1900-02-22 00:31:20,0.0,0.0,349967256,00,30,20
188,1900-02-22 00:31:30,0.0,0.0,349967256,00,30,30
189,1900-02-22 00:31:40,0.0,0.0,349967256,00,30,40
190,1900-02-22 00:31:50,0.0,0.0,349967256,00,30,50
191,1900-02-22 00:32:00,0.0,0.0,349967256,00,31,00
192,1900-02-22 00:32:10,0.0,0.0,349967256,00,31,10
193,1900-02-22 00:32:20,0.0,0.0,349967256,00,31,20
194,1900-02-22 00:32:30,0.0,0.0,349967256,00,31,30
195,1900-02-22 00:32:40,0.0,0.0,349967256,00,31,40
196,1900-02-22 00:32:50,0.0,0.0,349967256,00,31,50
197,1900-02-22 00:33:00,0.0,0.0,349967256,00,32,00
198,1900-02-22 00:33:10,0.0,0.0,349967256,00,32,10
199,1900-02-22 00:33:20,0.0,0.0,349967256,00,32,20
200,1900-02-22 00:33:30,0.0,0.0,349967256,00,32,30
201,1900-02-22 00:33:40,0.0,0.0,349967256,00,32,40
202,1900-02-22 00:33:50,0.0,0.0,349967256,00,32,50
203,1900-02-22 00:34:00,0.0,0.0,349967256,00,33,00
204,1900-02-22 00:34:10,0.0,0.0,349967256,00,33,10
205,1900-02-22 00:34:20,0.0,0.0,349967256,00,33,20
206,1900-02-22 00:34:30,0.0,0.0,349967256,00,33,30
207,1900-02-22 00:34:40,0.0,0.0,349967256,00,33,40
208,1900-02-22 00:34:50,0.0,0.0,349967256,00,33,50
209,1900-02-22 00:35:00,0.0,0.0,349967256,00,34,00
210,1900-02-22 00:35:10,0.0,0.0,349967256,00,34,10
211,1900-02-22 00:35:20,0.0,0.0,349967256,00,34,20
212,1900-02-22 00:35:30,0.0,0.0,349967256,00,34,30
213,1900-02-22 00:35:40,0.0,0.0,349967256,00,34,40
214,1900-02-22 00:35:50,0.0,0.0,349967256,00,34,50
215,1900-02-22 00:36:00,0.0,0.0,349967256,00,35,00
216,1900-02-22 00:36:10,0.0,0.0,349967256,00,35,10
217,1900-02-22 00:36:20,0.0,0.0,349967256,00,35,20
218,1900-02-22 00:36:30,0.0,0.0,349967256,00,35,30
219,1900-02-22 00:36:40,0.0,0.0,349967256,00,35,40
220,1900-02-22 00:36:50,0.0,0.0,349967256,00,35,50
221,1900-02-22 00:37:00,0.0,0.0,349967256,00,36,00
222,1900-02-22 00:37:10,0.0,0.0,349967256,00,36,10
223,1900-02-22 00:37:20,0.0,0.0,349967256,00,36,20
224,1900-02-22 00:37:30,0.0,0.0,349967256,00,36,30
225,1900-02-22 00:37:40,0.0,0.0,349967256,00,36,40
226,1900-02-22 00:37:50,0.0,0.0,349967256,00,36,50
227,1900-02-22 00:38:00,0.0,0.0,349967256,00,37,00
228,1900-02-22 00:38:10,0.0,0.0,349967256,00,37,10
229,1900-02-22 00:38:20,0.0,0.0,349967256,00,37,20
230,1900-02-22 00:38:30,0.0,0.0,349967256,00,37,30
231,1900-02-22 00:38:40,0.0,0.0,349967256,00,37,40
232,1900-02-22 00:38:50,0.0,0.0,349967256,00,37,50
233,1900-02-22 00:39:00,0.0,0.0,349967256,00,38,00
234,1900-02-22 00:39:10,0.0,0.0,349967256,00,38,10
235,1900-02-22 00:39:20,0.0,0.0,349967256,00,38,20
236,1900-02-22 00:39:30,0.0,0.0,349967256,00,38,30
237,1900-02-22 00:39:40,0.0,0.0,349967256,00,38,40
238,1900-02-22 00:39:50,0.0,0.0,349967256,00,38,50
239,1900-02-22 00:40:00,0.0,0.0,349967256,00,39,00
240,1900-02-22 00:40:10,0.0,0.0,349967256,00,39,10
241,1900-02-22 00:40:20,0.0,0.0,349967256,00,39,20
242,1900-02-22 00:40:30,0.0,0.0,349967256,00,39,30
243,1900-02-22 00:40:40,0.0,0.0,349967256,00,39,40
244,1900-02-22 00:40:50,0.0,0.0,349967256,00,39,50
245,1900-02-22 00:41:00,0.0,0.0,349967256,00,40,00
246,1900-02-22 00:41:10,0.0,0.0,349967256,00,40,10
247,1900-02-22 00:41:20,0.0,0.0,349967256,00,40,20
248,1900-02-22 00:41:30,0.0,0.0,349967256,00,40,30
249,1900-02-22 00:41:40,0.0,0.0,349967256,00,40,40
285,1900-02-22 00:47:40,4.0,100.0,349967256,00,46,40
24,1900-02-24 00:04:20,6.0,26.0,378132168,00,03,20
25,1900-02-24 00:04:30,6.0,26.0,378132168,00,03,30
47,1900-02-24 00:08:10,23.0,100.0,378132168,00,07,10
49,1900-02-24 00:08:30,23.0,100.0,378132168,00,07,30
5,1900-02-26 00:01:20,6.0,13.0,433480644,00,00,20
36,1900-02-26 00:06:30,2.0,4.0,433480644,00,05,30
37,1900-02-26 00:06:40,2.0,4.0,433480644,00,05,40
38,1900-02-26 00:06:50,2.0,4.0,433480644,00,05,50
39,1900-02-26 00:07:00,2.0,4.0,433480644,00,06,00
60,1900-02-26 00:10:30,12.0,26.0,433480644,00,09,30
100,1900-02-26 00:17:10,20.0,44.0,433480644,00,16,10
101,1900-02-26 00:17:20,20.0,44.0,433480644,00,16,20
121,1900-02-26 00:20:40,15.0,33.0,433480644,00,19,40
163,1900-02-26 00:27:40,10.0,22.0,433480644,00,26,40
164,1900-02-26 00:27:50,10.0,22.0,433480644,00,26,50
165,1900-02-26 00:28:00,10.0,22.0,433480644,00,27,00
166,1900-02-26 00:28:10,10.0,22.0,433480644,00,27,10
167,1900-02-26 00:28:20,10.0,22.0,433480644,00,27,20
188,1900-02-26 00:31:50,14.0,31.0,433480644,00,30,50
189,1900-02-26 00:32:00,14.0,31.0,433480644,00,31,00
190,1900-02-26 00:32:10,14.0,31.0,433480644,00,31,10
192,1900-02-26 00:32:30,14.0,31.0,433480644,00,31,30
213,1900-02-26 00:36:00,10.0,22.0,433480644,00,35,00
249,1900-02-26 00:42:00,16.0,35.0,433480644,00,41,00
250,1900-02-26 00:42:10,16.0,35.0,433480644,00,41,10
269,1900-02-26 00:45:20,14.0,31.0,433480644,00,44,20
300,1900-02-26 00:50:30,12.0,26.0,433480644,00,49,30
318,1900-02-26 00:53:30,10.0,22.0,433480644,00,52,30
319,1900-02-26 00:53:40,10.0,22.0,433480644,00,52,40
320,1900-02-26 00:53:50,10.0,22.0,433480644,00,52,50
356,1900-02-26 00:59:50,6.0,13.0,433480644,00,58,50
357,1900-02-26 01:00:00,6.0,13.0,433480644,00,59,00
358,1900-02-26 01:00:10,6.0,13.0,433480644,00,59,10
402,1900-02-26 01:07:30,21.0,46.0,433480644,01,06,30
441,1900-02-26 01:14:00,13.0,28.0,433480644,01,13,00
469,1900-02-26 01:18:40,6.0,13.0,433480644,01,17,40
470,1900-02-26 01:18:50,6.0,13.0,433480644,01,17,50
471,1900-02-26 01:19:00,6.0,13.0,433480644,01,18,00
472,1900-02-26 01:19:10,6.0,13.0,433480644,01,18,10
503,1900-02-26 01:24:20,45.0,100.0,433480644,01,23,20
540,1900-02-26 01:30:30,9.0,20.0,433480644,01,29,30
579,1900-02-26 01:37:00,4.0,8.0,433480644,01,36,00
580,1900-02-26 01:37:10,4.0,8.0,433480644,01,36,10
581,1900-02-26 01:37:20,4.0,8.0,433480644,01,36,20
607,1900-02-26 01:41:40,22.0,48.0,433480644,01,40,40
628,1900-02-26 01:45:10,5.0,11.0,433480644,01,44,10
649,1900-02-26 01:48:40,7.0,15.0,433480644,01,47,40
650,1900-02-26 01:48:50,7.0,15.0,433480644,01,47,50
676,1900-02-26 01:53:10,5.0,11.0,433480644,01,52,10
677,1900-02-26 01:53:20,5.0,11.0,433480644,01,52,20
678,1900-02-26 01:53:30,5.0,11.0,433480644,01,52,30
679,1900-02-26 01:53:40,5.0,11.0,433480644,01,52,40
699,1900-02-26 01:57:00,8.0,17.0,433480644,01,56,00
725,1900-02-26 02:01:20,1.0,2.0,433480644,02,00,20
726,1900-02-26 02:01:30,1.0,2.0,433480644,02,00,30
727,1900-02-26 02:01:40,1.0,2.0,433480644,02,00,40
743,1900-02-26 02:04:20,2.0,4.0,433480644,02,03,20
745,1900-02-26 02:04:40,2.0,4.0,433480644,02,03,40
746,1900-02-26 02:04:50,2.0,4.0,433480644,02,03,50
747,1900-02-26 02:05:00,2.0,4.0,433480644,02,04,00
748,1900-02-26 02:05:10,2.0,4.0,433480644,02,04,10
767,1900-02-26 02:08:20,10.0,22.0,433480644,02,07,20
768,1900-02-26 02:08:30,10.0,22.0,433480644,02,07,30
791,1900-02-26 02:12:20,6.0,13.0,433480644,02,11,20
792,1900-02-26 02:12:30,6.0,13.0,433480644,02,11,30
828,1900-02-26 02:18:30,23.0,51.0,433480644,02,17,30
